"FOLIO","VIV_SEL","HOGAR","N_REN","P2_3","SEXO","EDAD","NIV","GRA","TLOC","REGION","EST_DIS","UPM_DIS","FAC_HOG"
"05215","02","1","03","3","1","04","","","1","5","082","0000858",2445
"05215","02","1","01","1","1","28","06","3","1","5","082","0000858",2445
"05215","02","1","02","2","2","32","","","1","5","082","0000858",2445
"05216","03","1","01","1","1","63","03","3","1","5","082","0000858",2445
"05216","03","1","02","2","2","54","","","1","5","082","0000858",2445
"05216","03","1","03","4","1","19","","","1","5","082","0000858",2445
"05216","03","1","04","4","2","12","","","1","5","082","0000858",2445
"05217","04","1","04","3","2","08","","","1","5","082","0000858",2445
"05217","04","1","01","1","2","41","99","9","1","5","082","0000858",2445
"05217","04","1","02","3","1","21","","","1","5","082","0000858",2445
"05217","04","1","03","5","2","99","","","1","5","082","0000858",2445
"05217","04","1","05","5","2","19","","","1","5","082","0000858",2445
"05218","05","1","01","1","2","42","03","3","1","5","082","0000858",2445
"05218","05","1","02","3","1","26","","","1","5","082","0000858",2445
"05219","02","1","03","5","2","33","","","1","5","083","0000859",2450
"05219","02","1","04","4","2","09","","","1","5","083","0000859",2450
"05219","02","1","02","2","1","48","","","1","5","083","0000859",2450
"05219","02","1","05","4","2","08","","","1","5","083","0000859",2450
"05219","02","1","01","1","2","56","00","0","1","5","083","0000859",2450
"05220","03","1","01","1","2","69","08","4","1","5","083","0000859",2450
"05221","04","1","01","1","2","56","02","6","1","5","083","0000859",2450
"05221","04","1","03","3","1","37","","","1","5","083","0000859",2450
"05221","04","1","02","3","2","35","","","1","5","083","0000859",2450
"05222","05","1","01","1","1","37","03","3","1","5","083","0000859",2450
"05222","05","1","02","2","2","46","","","1","5","083","0000859",2450
"05222","05","1","03","3","1","17","","","1","5","083","0000859",2450
"05223","01","1","01","1","2","71","02","6","1","5","082","0000860",2732
"05223","01","1","02","3","1","40","","","1","5","082","0000860",2732
"05223","01","1","03","4","2","16","","","1","5","082","0000860",2732
"05224","02","1","01","1","1","54","02","6","1","5","082","0000860",2732
"05225","03","1","04","3","2","13","","","1","5","082","0000860",2732
"05225","03","1","03","5","1","14","","","1","5","082","0000860",2732
"05225","03","1","02","2","2","30","","","1","5","082","0000860",2732
"05225","03","1","01","1","1","29","06","3","1","5","082","0000860",2732
"05225","03","2","01","2","2","54","","","1","5","082","0000860",2732
"05225","03","2","04","4","1","03","","","1","5","082","0000860",2732
"05225","03","2","03","3","1","25","","","1","5","082","0000860",2732
"05225","03","2","02","1","1","56","03","3","1","5","082","0000860",2732
"05226","04","1","01","1","1","45","03","3","1","5","082","0000860",2732
"05226","04","1","02","2","2","40","","","1","5","082","0000860",2732
"05227","05","1","03","3","2","30","","","1","5","082","0000860",2732
"05227","05","1","02","5","2","55","","","1","5","082","0000860",2732
"05227","05","1","01","1","1","54","02","6","1","5","082","0000860",2732
"05227","05","1","04","4","2","02","","","1","5","082","0000860",2732
"05228","01","1","01","1","1","63","09","2","1","5","084","0000861",2413
"05229","02","1","03","3","1","01","","","1","5","084","0000861",2413
"05229","02","1","02","2","2","25","","","1","5","084","0000861",2413
"05229","02","1","01","1","1","34","08","5","1","5","084","0000861",2413
"05229","02","1","04","6","2","19","","","1","5","084","0000861",2413
"05230","03","1","02","2","2","54","","","1","5","084","0000861",2413
"05230","03","1","01","1","1","64","09","2","1","5","084","0000861",2413
"05231","04","1","02","2","2","42","","","1","5","084","0000861",2413
"05231","04","1","01","1","1","65","08","4","1","5","084","0000861",2413
"05231","04","1","03","3","2","20","","","1","5","084","0000861",2413
"05232","05","1","01","1","1","38","08","5","1","5","084","0000861",2413
"05233","01","1","01","1","1","84","02","6","1","5","083","0000862",1566
"05233","01","1","02","2","2","84","","","1","5","083","0000862",1566
"05233","01","1","03","3","2","55","","","1","5","083","0000862",1566
"05234","02","1","01","1","1","30","06","3","1","5","083","0000862",1566
"05234","02","1","02","2","2","33","","","1","5","083","0000862",1566
"05234","02","1","04","3","2","07","","","1","5","083","0000862",1566
"05234","02","1","03","3","2","09","","","1","5","083","0000862",1566
"05235","03","1","01","1","1","65","00","0","1","5","083","0000862",1566
"05235","03","1","02","2","2","61","","","1","5","083","0000862",1566
"05235","03","1","03","3","2","44","","","1","5","083","0000862",1566
"05236","05","1","01","1","1","63","03","3","1","5","083","0000862",1566
"05236","05","1","02","2","2","57","","","1","5","083","0000862",1566
"05237","01","1","01","1","1","72","02","6","1","5","082","0000863",2176
"05238","02","1","02","2","2","35","","","1","5","082","0000863",2176
"05238","02","1","01","1","1","33","03","3","1","5","082","0000863",2176
"05239","03","1","01","1","2","24","06","3","1","5","082","0000863",2176
"05240","04","1","03","3","2","18","","","1","5","082","0000863",2176
"05240","04","1","02","2","2","38","","","1","5","082","0000863",2176
"05240","04","1","01","1","1","38","03","3","1","5","082","0000863",2176
"05240","04","1","04","3","2","12","","","1","5","082","0000863",2176
"05240","04","1","05","5","1","84","","","1","5","082","0000863",2176
"05241","05","1","02","1","1","42","03","3","1","5","082","0000863",2176
"05241","05","1","03","3","1","18","","","1","5","082","0000863",2176
"05241","05","1","04","2","2","40","","","1","5","082","0000863",2176
"05242","01","1","03","3","2","21","","","1","5","084","0000864",1487
"05242","01","1","02","3","2","22","","","1","5","084","0000864",1487
"05242","01","1","01","1","2","41","06","3","1","5","084","0000864",1487
"05242","01","1","04","3","2","18","","","1","5","084","0000864",1487
"05243","02","1","01","1","2","83","02","6","1","5","084","0000864",1487
"05243","02","1","02","5","2","81","","","1","5","084","0000864",1487
"05244","03","1","01","1","1","45","08","4","1","5","084","0000864",1487
"05244","03","1","02","2","2","42","","","1","5","084","0000864",1487
"05244","03","1","03","3","1","09","","","1","5","084","0000864",1487
"05245","04","1","01","1","2","37","08","4","1","5","084","0000864",1487
"05245","04","1","02","5","2","38","","","1","5","084","0000864",1487
"05246","01","1","01","1","1","29","06","3","1","5","084","0000865",1726
"05246","01","1","02","2","2","35","","","1","5","084","0000865",1726
"05246","01","1","03","3","1","08","","","1","5","084","0000865",1726
"05246","01","1","04","3","1","09","","","1","5","084","0000865",1726
"05247","02","1","01","1","1","26","08","3","1","5","084","0000865",1726
"05248","03","1","01","1","1","50","03","3","1","5","084","0000865",1726
"05248","03","1","02","2","2","49","","","1","5","084","0000865",1726
"05248","03","1","03","3","2","18","","","1","5","084","0000865",1726
"05248","03","1","04","3","1","12","","","1","5","084","0000865",1726
"05249","04","1","02","3","1","15","","","1","5","084","0000865",1726
"05249","04","1","01","1","2","54","02","6","1","5","084","0000865",1726
"05250","05","1","04","3","1","11","","","1","5","084","0000865",1726
"05250","05","1","01","1","1","49","08","5","1","5","084","0000865",1726
"05250","05","1","02","2","2","36","","","1","5","084","0000865",1726
"05250","05","1","03","3","1","19","","","1","5","084","0000865",1726
"05251","01","1","01","1","2","58","02","3","1","5","082","0000866",2982
"05252","02","1","01","1","1","54","06","3","1","5","082","0000866",2982
"05252","02","1","02","3","1","25","","","1","5","082","0000866",2982
"05252","02","1","03","3","1","18","","","1","5","082","0000866",2982
"05252","02","1","04","2","2","47","","","1","5","082","0000866",2982
"05253","03","1","02","2","2","42","","","1","5","082","0000866",2982
"05253","03","1","01","1","1","45","02","6","1","5","082","0000866",2982
"05253","03","1","03","3","1","22","","","1","5","082","0000866",2982
"05254","04","1","06","3","1","11","","","1","5","082","0000866",2982
"05254","04","1","08","5","1","02","","","1","5","082","0000866",2982
"05254","04","1","07","5","1","06","","","1","5","082","0000866",2982
"05254","04","1","05","5","1","26","","","1","5","082","0000866",2982
"05254","04","1","04","5","2","26","","","1","5","082","0000866",2982
"05254","04","1","03","5","1","27","","","1","5","082","0000866",2982
"05254","04","1","02","2","1","34","","","1","5","082","0000866",2982
"05254","04","1","01","1","2","30","03","3","1","5","082","0000866",2982
"05255","05","1","01","1","1","30","06","1","1","5","082","0000866",2982
"05255","05","1","02","2","2","30","","","1","5","082","0000866",2982
"05255","05","1","03","3","2","05","","","1","5","082","0000866",2982
"05255","05","1","04","3","1","00","","","1","5","082","0000866",2982
"05256","02","1","03","6","2","20","","","1","5","083","0000867",2105
"05256","02","1","01","1","2","46","08","5","1","5","083","0000867",2105
"05256","02","1","02","3","2","21","","","1","5","083","0000867",2105
"05257","03","1","01","1","1","39","09","2","1","5","083","0000867",2105
"05257","03","1","02","2","2","38","","","1","5","083","0000867",2105
"05257","03","1","03","3","2","09","","","1","5","083","0000867",2105
"05258","04","1","02","2","2","78","","","1","5","083","0000867",2105
"05258","04","1","01","1","1","84","09","3","1","5","083","0000867",2105
"05259","01","1","04","3","1","12","","","1","5","082","0000868",2072
"05259","01","1","01","1","1","41","07","3","1","5","082","0000868",2072
"05259","01","1","02","2","2","40","","","1","5","082","0000868",2072
"05259","01","1","05","3","1","07","","","1","5","082","0000868",2072
"05259","01","1","03","3","1","20","","","1","5","082","0000868",2072
"05260","02","1","02","2","2","49","","","1","5","082","0000868",2072
"05260","02","1","01","1","1","62","06","3","1","5","082","0000868",2072
"05260","02","1","03","5","2","82","","","1","5","082","0000868",2072
"05260","02","1","04","3","1","16","","","1","5","082","0000868",2072
"05261","03","1","02","2","2","47","","","1","5","082","0000868",2072
"05261","03","1","01","1","1","34","02","6","1","5","082","0000868",2072
"05261","03","1","03","3","1","17","","","1","5","082","0000868",2072
"05261","03","1","04","3","1","16","","","1","5","082","0000868",2072
"05262","04","1","01","1","2","65","00","0","1","5","082","0000868",2072
"05262","04","1","02","3","2","36","","","1","5","082","0000868",2072
"05262","04","1","03","3","1","27","","","1","5","082","0000868",2072
"05262","04","1","04","4","1","17","","","1","5","082","0000868",2072
"05262","04","1","05","4","1","07","","","1","5","082","0000868",2072
"05263","05","1","01","1","1","32","01","3","1","5","082","0000868",2072
"05263","05","1","05","3","2","05","","","1","5","082","0000868",2072
"05263","05","1","04","3","2","07","","","1","5","082","0000868",2072
"05263","05","1","03","3","2","11","","","1","5","082","0000868",2072
"05263","05","1","02","2","2","33","","","1","5","082","0000868",2072
"05264","01","1","01","1","2","67","00","0","1","5","082","0000869",1616
"05265","02","1","02","3","2","12","","","1","5","082","0000869",1616
"05265","02","1","03","5","2","21","","","1","5","082","0000869",1616
"05265","02","1","01","1","2","40","02","2","1","5","082","0000869",1616
"05265","02","1","04","3","1","17","","","1","5","082","0000869",1616
"05266","03","1","01","1","1","56","03","3","1","5","082","0000869",1616
"05267","04","1","03","3","2","19","","","1","5","082","0000869",1616
"05267","04","1","02","2","2","50","","","1","5","082","0000869",1616
"05267","04","1","01","1","1","51","03","3","1","5","082","0000869",1616
"05267","04","1","04","3","2","21","","","1","5","082","0000869",1616
"05268","05","1","01","1","1","30","03","3","1","5","082","0000869",1616
"05268","05","1","02","2","2","31","","","1","5","082","0000869",1616
"05268","05","1","03","3","1","11","","","1","5","082","0000869",1616
"05268","05","1","04","3","1","06","","","1","5","082","0000869",1616
"05269","01","1","01","1","2","46","02","2","1","5","082","0000870",1784
"05269","01","1","03","4","1","06","","","1","5","082","0000870",1784
"05269","01","1","02","3","2","25","","","1","5","082","0000870",1784
"05270","02","1","02","3","1","21","","","1","5","082","0000870",1784
"05270","02","1","01","1","2","46","00","0","1","5","082","0000870",1784
"05270","02","1","03","3","2","26","","","1","5","082","0000870",1784
"05271","03","1","01","1","2","51","04","3","1","5","082","0000870",1784
"05271","03","1","02","3","1","22","","","1","5","082","0000870",1784
"05271","03","1","03","3","2","21","","","1","5","082","0000870",1784
"05272","04","1","01","1","2","39","02","6","1","5","082","0000870",1784
"05272","04","1","03","3","1","07","","","1","5","082","0000870",1784
"05272","04","1","02","3","2","15","","","1","5","082","0000870",1784
"05273","05","1","01","1","1","46","06","3","1","5","082","0000870",1784
"05273","05","1","03","3","1","12","","","1","5","082","0000870",1784
"05273","05","1","02","2","2","28","","","1","5","082","0000870",1784
"05273","05","1","04","3","1","06","","","1","5","082","0000870",1784
"05274","01","1","02","2","2","42","","","2","5","082","0000871",2526
"05274","01","1","01","1","1","41","08","3","2","5","082","0000871",2526
"05274","01","1","03","3","2","14","","","2","5","082","0000871",2526
"05274","01","1","04","3","2","11","","","2","5","082","0000871",2526
"05275","02","1","01","1","1","81","00","0","2","5","082","0000871",2526
"05276","03","1","01","1","1","43","03","3","2","5","082","0000871",2526
"05276","03","1","02","2","2","45","","","2","5","082","0000871",2526
"05276","03","1","03","3","1","21","","","2","5","082","0000871",2526
"05276","03","1","04","3","1","15","","","2","5","082","0000871",2526
